From Bank,Account,To Bank,Account.1,Amount Received,Amount Paid,Payment Format,Year,Month
03208,8000ERR05,03208,8000YOC08,435.47,407.09,ACH,2021,5
010,8000BFV51,010,8000MSW44,377.59,334.58,Cash,2021,5
03208,8000NRV80,03208,8000WPS25,457.71,304.1,ACH,2022,9
010,8000NBN89,010,8000LLE18,247.07,270.94,Reinvestment,2021,2
010,8000NNA22,010,8000AUO38,444.42,494.33,Wire,2022,4
010,8000JJK74,010,8000FWS02,189.3,401.92,ACH,2022,4
03208,8000MDL67,03208,8000ROJ64,321.79,492.74,Credit Card,2023,10
010,8000LYU76,010,8000TEH69,394.6,426.99,Wire,2023,10
03208,8000FDB96,03208,8000UDM50,475.41,322.9,Reinvestment,2022,4
010,8000EQV07,010,8000TML19,453.22,272.67,Wire,2022,2
03208,8000EXS38,010,8000EZH04,495.62,407.91,Cheque,2023,3
010,8000BKF13,03208,8000COJ48,461.81,379.64,Cheque,2021,1
010,8000RDX20,010,8000CHG31,342.04,462.05,Wire,2022,5
03208,8000WMW84,03208,8000YDO50,272.39,246.85,Cheque,2021,1
010,8000UOP65,03208,8000YAM23,113.87,413.95,Cash,2022,7
03208,8000FZY59,010,8000OID66,230.67,353.1,Bitcoin,2023,11
010,8000SLV15,010,8000YVX40,202.61,107.07,ACH,2023,7
010,8000ZDH00,010,8000QWN46,251.96,212.09,Cash,2022,6
03208,8000GZA37,03208,8000ZRD87,230.22,388.29,ACH,2021,2
03208,8000JEF02,010,8000YRF62,488.82,361.13,ACH,2021,1
010,8000OTZ79,010,8000FPB29,149.35,395.66,ACH,2023,10
03208,8000ZDO79,03208,8000YYT39,388.15,257.15,Wire,2022,4
010,8000ELK13,03208,8000XAQ01,268.59,371.41,Bitcoin,2023,1
03208,8000WUI96,010,8000VZF12,292.46,449.28,Reinvestment,2022,4
010,8000VOY20,010,8000SYQ82,143.24,382.64,Cash,2021,12
010,8000FHV32,010,8000YUX54,292.13,456.41,Wire,2023,2
010,8000DPD62,010,8000MHK22,247.24,144.0,ACH,2023,6
03208,8000NTD73,03208,8000KLA70,440.58,462.99,Reinvestment,2023,10
03208,8000NKW32,010,8000OOU28,125.89,285.96,Bitcoin,2021,12
03208,8000PTM79,010,8000ZWJ84,153.23,107.19,Wire,2021,11
03208,8000MRZ89,010,8000OXS66,238.7,488.99,Cheque,2021,8
03208,8000TCF44,03208,8000LBW04,365.31,227.83,Credit Card,2023,1
010,8000HKA14,010,8000EMB80,280.86,136.81,ACH,2021,12
03208,8000REM77,03208,8000SWJ37,129.78,247.37,Reinvestment,2023,12
03208,8000HIM19,03208,8000OND15,231.84,352.88,Reinvestment,2021,9
03208,8000EGK83,03208,8000KOJ43,295.48,315.1,Cheque,2022,9
03208,8000NEZ28,03208,8000HCR83,253.96,346.86,Reinvestment,2023,9
03208,8000WJV96,03208,8000OKE94,411.59,326.27,Wire,2022,7
03208,8000CDG64,03208,8000DLT87,173.07,298.74,Credit Card,2023,10
03208,8000NPL19,03208,8000CBH60,475.43,192.3,Bitcoin,2023,7
03208,8000TYL14,03208,8000IPR65,282.37,403.2,Cheque,2022,5
03208,8000PZA92,03208,8000DEU99,222.11,212.13,Wire,2021,11
03208,8000OXG56,010,8000SLW53,258.25,379.48,Cheque,2021,6
03208,8000XQB41,03208,8000NZD10,325.69,213.78,Reinvestment,2023,1
010,8000AYD36,03208,8000EBQ56,114.12,157.11,Wire,2023,12
010,8000XVA73,010,8000XBB95,464.02,475.29,Credit Card,2022,4
03208,8000BJD06,03208,8000FTD54,110.93,308.88,Cash,2022,12
03208,8000VKL57,010,8000XDW19,451.32,415.49,Cheque,2022,10
010,8000WAI85,03208,8000RSU12,208.43,154.39,Reinvestment,2021,12
03208,8000BOJ96,010,8000HFR07,118.05,408.15,Bitcoin,2021,3
03208,8000KRJ71,03208,8000EUX33,338.53,373.6,Cheque,2023,9
010,8000GDN43,03208,8000TBO23,433.63,457.08,ACH,2023,8
010,8000LSA46,03208,8000NMG81,473.91,139.48,Cash,2023,1
010,8000ESQ09,010,8000PSL28,434.25,348.5,Credit Card,2022,9
03208,8000PQG31,010,8000XAA75,124.75,451.8,Credit Card,2023,3
03208,8000XSO58,010,8000EWA79,217.97,491.42,ACH,2023,5
010,8000DXD46,010,8000XCU47,422.93,132.61,Credit Card,2021,6
03208,8000CMO89,010,8000UBH06,420.32,358.12,Cheque,2022,12
03208,8000RCG66,010,8000MGI40,196.72,273.81,Wire,2023,9
03208,8000GOV14,010,8000JJK46,383.85,367.6,ACH,2022,3
03208,8000SFW25,03208,8000VQI75,464.4,404.49,ACH,2022,2
03208,8000VTQ13,010,8000CWD03,209.25,447.05,Bitcoin,2021,6
010,8000YQW22,03208,8000DZF80,153.7,404.03,Cash,2022,9
010,8000VSA04,03208,8000KFX26,135.08,409.6,Cash,2022,1
010,8000BPG41,010,8000IQA86,364.32,128.27,Bitcoin,2021,10
010,8000LJQ09,010,8000NHH73,346.74,474.33,Cheque,2023,3
010,8000VOS40,03208,8000EMS27,317.84,259.15,Wire,2023,10
010,8000XBF69,010,8000XVU57,300.12,250.43,Reinvestment,2021,1
010,8000WTP89,010,8000VPW53,418.98,384.74,Cheque,2022,8
010,8000WMU11,03208,8000UGX56,186.69,188.85,Cheque,2022,8
010,8000TQP78,03208,8000ZZB42,148.7,146.54,Credit Card,2021,7
03208,8000PNX91,010,8000FKU38,396.12,185.47,Wire,2022,7
010,8000XPT96,010,8000DZV06,355.88,191.72,Cash,2023,12
03208,8000STJ33,010,8000BQR25,388.64,292.81,Wire,2021,3
03208,8000RIQ53,03208,8000VSY81,285.91,437.07,Credit Card,2021,5
010,8000GXD14,010,8000FWK18,314.79,294.04,ACH,2023,7
010,8000AND46,010,8000GFN95,134.34,272.88,Credit Card,2023,2
010,8000DIN63,03208,8000NYG19,194.13,258.21,Cheque,2022,1
010,8000FJM41,010,8000KMC66,372.85,289.13,Bitcoin,2022,8
03208,8000VXQ60,010,8000ONK85,104.4,447.34,ACH,2022,5
010,8000ABS15,010,8000ZMP82,464.38,100.71,Reinvestment,2023,2
03208,8000NGX33,03208,8000AMJ98,434.94,198.01,Cash,2022,2
010,8000PNN41,03208,8000RKY28,386.89,436.26,Wire,2022,6
010,8000PCR88,010,8000NXG75,316.95,286.03,Wire,2022,1
03208,8000WEY43,010,8000HXQ49,219.68,398.53,Reinvestment,2022,10
010,8000RSN37,03208,8000XAI26,480.28,368.57,Credit Card,2023,7
03208,8000DUI80,03208,8000PNO51,205.1,363.19,Credit Card,2022,2
03208,8000HGD55,03208,8000PDE26,254.39,285.14,Reinvestment,2021,5
03208,8000EII96,03208,8000NDU34,352.15,495.49,Reinvestment,2023,2
03208,8000PDF59,010,8000STE26,244.58,229.32,ACH,2021,8
03208,8000FYH38,03208,8000WIH30,312.03,360.26,Cheque,2023,8
03208,8000SSN88,03208,8000XFJ90,441.01,171.69,Reinvestment,2021,1
03208,8000NIP07,010,8000XHR55,308.43,171.91,Cheque,2021,10
03208,8000SXQ07,03208,8000ENH81,262.31,449.64,Reinvestment,2022,3
010,8000XGI90,03208,8000VVL07,330.27,417.45,Wire,2023,8
03208,8000WGS69,010,8000PBI38,222.07,488.75,Credit Card,2023,12
03208,8000OZM46,03208,8000XLF51,494.41,208.42,Bitcoin,2023,1
010,8000AEY94,03208,8000FOU96,137.2,315.8,Reinvestment,2022,4
03208,8000UXM30,010,8000XNM46,313.5,222.9,ACH,2021,11
03208,8000RLG15,03208,8000RCJ15,441.43,493.58,Cash,2023,12
03208,8000KXU40,010,8000HAC98,216.68,251.81,Wire,2022,9
03208,8000GKZ75,010,8000PZV00,387.23,186.73,Wire,2021,3
03208,8000IZG20,010,8000GDQ30,496.08,398.93,Cheque,2023,5
010,8000IDG16,03208,8000ARH68,146.49,163.72,Bitcoin,2023,10
03208,8000WJK62,03208,8000MGD30,256.32,294.22,Cheque,2022,10
010,8000JYU11,010,8000PKP50,217.94,430.74,Reinvestment,2022,11
03208,8000SXT21,010,8000XTM24,280.23,328.8,Credit Card,2021,11
010,8000OMT73,010,8000YHG71,121.02,444.41,Cash,2023,1
03208,8000XLU68,010,8000VVP29,288.56,300.56,Wire,2022,3
010,8000OCI18,010,8000SUU65,374.31,134.04,ACH,2023,7
010,8000EFJ91,010,8000YAP64,289.07,444.49,Credit Card,2023,11
010,8000ZAC29,010,8000AWW94,242.68,233.68,Wire,2021,1
03208,8000RZQ34,010,8000PHI93,330.29,379.51,ACH,2023,8
010,8000PXB60,03208,8000NPV42,104.55,368.84,Credit Card,2023,8
010,8000JLY46,010,8000ZNM02,255.99,312.22,Bitcoin,2021,3
010,8000YED89,03208,8000CXN68,467.29,448.55,Credit Card,2022,5
03208,8000VTY12,03208,8000AZU24,118.45,451.4,ACH,2021,3
010,8000MMP96,03208,8000TBI79,306.4,388.42,Wire,2021,10
010,8000EUC00,010,8000MUK32,303.59,277.17,Bitcoin,2023,11
03208,8000YHI96,010,8000FBP98,163.58,126.27,ACH,2021,1
010,8000FJI01,03208,8000NXF90,139.17,291.89,Reinvestment,2021,10
03208,8000NBX46,03208,8000VVR97,266.36,332.49,Wire,2022,4
03208,8000FEL61,010,8000TXQ96,319.59,158.56,Cash,2021,8
03208,8000LKG93,03208,8000RCA99,291.06,289.2,ACH,2022,1
010,8000PWB62,03208,8000XSZ16,124.13,259.65,Bitcoin,2021,10
03208,8000KSU12,010,8000AIH34,421.91,134.29,Reinvestment,2022,4
010,8000TOA70,010,8000FES06,474.08,254.9,Cash,2023,8
03208,8000XHE47,010,8000XDV50,449.3,483.57,Wire,2022,1
010,8000ZJY13,03208,8000BCZ23,305.83,252.18,Bitcoin,2022,4
03208,8000IRO46,03208,8000YKP56,466.4,161.84,Bitcoin,2021,6
010,8000MSO08,03208,8000BCP01,390.39,464.41,Cheque,2023,6
010,8000NRV94,03208,8000CCF15,278.08,129.05,Cash,2022,5
03208,8000RWA45,03208,8000KJW70,499.83,381.51,Bitcoin,2021,4
010,8000RYK49,03208,8000AJR24,130.83,246.01,Cheque,2023,7
010,8000PLX40,03208,8000QIN85,311.93,215.37,Credit Card,2023,6
010,8000AQP13,03208,8000TGQ82,154.01,472.17,Cheque,2022,7
03208,8000FDT28,03208,8000RCE06,142.81,222.59,Bitcoin,2023,9
03208,8000OFR95,010,8000VJN51,181.5,160.19,Credit Card,2022,2
03208,8000VRG73,010,8000RGD85,327.4,362.55,ACH,2021,6
010,8000ZIP21,03208,8000JBU03,138.27,126.45,Reinvestment,2022,2
03208,8000QCK45,03208,8000WHY10,143.72,154.84,Cash,2021,10
03208,8000WZW26,03208,8000GVO66,440.22,277.69,Cash,2021,12
03208,8000IKV63,03208,8000PED94,267.74,262.72,Cash,2023,10
03208,8000BYI88,010,8000UAB59,298.71,364.48,Reinvestment,2021,11
03208,8000KFO96,010,8000ZTE97,199.0,497.53,Cheque,2023,11
010,8000FTZ44,03208,8000LUZ57,252.48,306.49,Bitcoin,2022,3
03208,8000LGW97,010,8000RYH73,487.45,183.68,Bitcoin,2023,4
03208,8000BRP84,03208,8000HCA71,459.49,250.65,Cash,2022,1
010,8000RCU40,03208,8000FTD85,406.73,156.05,Wire,2022,12
03208,8000NPJ77,03208,8000DRW55,106.08,224.98,Bitcoin,2022,9
010,8000WDM69,03208,8000EAM13,318.99,493.33,Wire,2021,6
010,8000VDY68,010,8000AAP82,423.58,382.78,Credit Card,2023,1
03208,8000YIQ39,010,8000SNO64,495.37,341.34,Cash,2023,7
03208,8000UQO50,010,8000DYS66,403.96,382.56,Cheque,2023,12
010,8000PHE95,03208,8000JVD59,401.25,429.26,Credit Card,2021,6
010,8000KUK04,03208,8000MOL52,117.73,135.1,Cash,2023,8
03208,8000DUS58,010,8000KZM40,474.95,458.29,Cash,2021,2
010,8000IFA09,03208,8000PHS02,178.98,470.32,Cash,2022,4
010,8000TSD22,03208,8000VJG11,250.0,327.94,Reinvestment,2023,10
010,8000YTE79,010,8000ACY84,440.98,217.09,Reinvestment,2023,2
010,8000VBW99,010,8000TJU47,379.09,117.86,Credit Card,2021,4
010,8000XAJ62,010,8000SYK05,405.86,336.28,Wire,2023,4
010,8000YQJ03,010,8000BBA23,335.03,312.15,Wire,2023,7
010,8000VJF78,010,8000TSY71,195.93,242.49,Cheque,2021,11
010,8000VIR72,010,8000WVF68,475.82,122.03,ACH,2021,9
010,8000VZQ31,03208,8000UKG83,184.03,206.13,Cash,2021,6
03208,8000FBN04,010,8000TGS07,117.96,170.65,Cheque,2022,6
03208,8000XIF30,010,8000VZD14,105.17,211.75,ACH,2021,1
010,8000OMH88,03208,8000HET28,163.47,333.86,Bitcoin,2021,4
010,8000LHN83,010,8000ZRY71,391.4,108.87,Credit Card,2021,6
03208,8000QWK89,03208,8000KHD51,121.53,349.06,Credit Card,2022,3
03208,8000RNL44,010,8000LKH87,124.24,236.97,ACH,2021,2
010,8000HBU98,03208,8000UED50,175.85,143.83,ACH,2023,9
03208,8000ENR75,03208,8000QFX55,378.53,257.15,Bitcoin,2021,8
010,8000AVD76,010,8000KGH08,456.39,421.61,ACH,2023,5
010,8000WJU75,03208,8000HUG77,486.51,498.0,Cheque,2022,6
010,8000DAJ33,03208,8000RIU36,390.25,358.92,Reinvestment,2021,9
010,8000SGO22,03208,8000FFS68,468.78,488.83,ACH,2022,3
03208,8000GUY25,010,8000WOQ73,320.03,284.33,Reinvestment,2021,6
010,8000CSM42,03208,8000RPX09,322.59,279.29,Cash,2023,5
010,8000PNB83,010,8000JIK30,416.75,198.96,Credit Card,2021,7
03208,8000LXQ72,010,8000JSC33,221.36,276.58,ACH,2021,5
010,8000XVM74,010,8000NJC40,271.68,472.34,ACH,2023,4
010,8000APD15,010,8000COD88,330.56,173.83,Reinvestment,2023,2
010,8000TUO66,03208,8000ZAB58,124.81,237.57,ACH,2023,2
010,8000UZA52,03208,8000ULQ59,293.47,268.28,Cash,2022,8
03208,8000WFP88,03208,8000AVB80,222.4,348.32,Reinvestment,2021,4
010,8000AZH81,03208,8000UYW92,133.88,147.2,Cash,2023,4
010,8000GHI50,03208,8000VTK39,199.77,293.54,Cash,2022,11
03208,8000NNV91,010,8000HYT18,496.2,378.75,Wire,2023,6
010,8000QLJ19,010,8000HJK95,391.66,208.54,Wire,2023,10
010,8000QLR78,03208,8000HVE25,376.59,270.09,Reinvestment,2022,2
010,8000YPS15,010,8000BRS28,263.04,137.51,Wire,2023,8
03208,8000NED54,010,8000RYX86,409.75,302.73,ACH,2023,10
03208,8000YSI50,03208,8000VOX47,435.0,122.97,Cheque,2023,12
03208,8000AAR04,010,8000IWH01,134.79,232.02,ACH,2022,5
010,8000ATQ10,03208,8000AOB16,240.85,176.0,Cash,2022,9
03208,8000FTT09,010,8000RPT40,457.68,206.44,Credit Card,2022,9
03208,8000YJB95,010,8000BMW73,269.45,344.25,Cash,2023,7
010,8000ROH24,010,8000TPS64,303.94,495.11,Reinvestment,2023,11
03208,8000RWG91,03208,8000FAA84,167.21,238.71,Reinvestment,2021,12
010,8000ORU52,010,8000TCO81,135.6,365.99,Cheque,2023,11
010,8000OFF50,03208,8000DQZ26,480.62,121.97,Reinvestment,2023,5
010,8000FMQ67,03208,8000FXV33,184.05,286.23,Wire,2021,2
010,8000CUR83,010,8000KFS01,154.07,146.25,Cheque,2023,5
010,8000GRI40,03208,8000LPW71,415.68,481.78,Credit Card,2023,2
03208,8000OSU55,010,8000CXP03,134.96,394.08,Cheque,2022,5
010,8000TRE88,010,8000SKT66,161.16,251.05,Reinvestment,2023,12
010,8000KFI01,03208,8000EEG13,442.41,225.05,ACH,2023,4
010,8000ZCS65,010,8000BOP60,455.18,370.46,Wire,2022,8
03208,8000BXH84,03208,8000QWB97,361.51,165.63,Cash,2021,12
03208,8000RBO08,010,8000JCI75,367.87,441.04,Cash,2023,1
03208,8000QEI69,010,8000DZL72,164.57,381.38,Wire,2022,8
03208,8000HRO63,010,8000UDI39,105.33,478.72,Cheque,2022,4
010,8000BVB18,010,8000JMA42,357.91,131.77,ACH,2022,10
010,8000SRE10,03208,8000JTQ13,449.16,374.98,Credit Card,2023,2
010,8000EIY04,010,8000ZOE07,141.11,292.96,Reinvestment,2023,6
03208,8000YKV44,03208,8000AXN88,143.01,237.93,Credit Card,2023,11
010,8000QFQ51,03208,8000CHH32,156.51,345.09,ACH,2022,4
010,8000TDR62,010,8000JVC66,407.32,179.77,ACH,2022,5
010,8000JJQ27,03208,8000TVH94,422.35,163.61,Credit Card,2021,2
03208,8000XNG73,010,8000MUT72,497.85,458.3,Credit Card,2023,6
03208,8000FMZ02,010,8000AXN72,363.35,396.0,ACH,2021,6
010,8000PVK34,010,8000IUT71,364.2,171.52,Cheque,2022,12
03208,8000BFX49,010,8000NXE84,464.65,478.27,Bitcoin,2023,5
03208,8000WKC50,010,8000QMV97,245.0,116.51,ACH,2022,4
010,8000TOL84,03208,8000HBZ01,411.48,151.5,Bitcoin,2022,3
03208,8000OQS40,03208,8000XCC19,227.7,469.47,ACH,2021,12
010,8000APE01,010,8000BVD10,260.46,103.67,Credit Card,2022,9
03208,8000OOG09,03208,8000BHF59,446.88,387.86,ACH,2022,8
03208,8000HDT48,010,8000AYO28,165.18,353.65,Cash,2021,10
03208,8000MTP65,010,8000DEA42,497.41,398.36,Bitcoin,2023,12
010,8000NTJ40,03208,8000THH91,296.63,123.4,Reinvestment,2022,1
03208,8000MZH02,03208,8000NPZ51,344.96,193.39,Cash,2021,10
010,8000AMH92,03208,8000SGU50,362.42,314.07,ACH,2021,6
010,8000GMQ01,03208,8000LWE59,251.9,386.27,Cheque,2021,6
03208,8000CQZ45,03208,8000BWO59,440.13,411.67,Cheque,2023,10
03208,8000LPK08,03208,8000IUO22,336.59,385.78,Reinvestment,2022,1
010,8000OVD48,010,8000ABC23,470.07,409.86,Cash,2022,11
03208,8000EDR98,010,8000WCQ59,478.21,169.35,Cheque,2022,1
010,8000UHJ63,03208,8000KPY26,380.38,333.4,Wire,2022,7
010,8000CXM14,010,8000CGH17,388.04,331.82,Credit Card,2021,7
010,8000WBS37,03208,8000DXF36,274.96,367.3,Bitcoin,2023,1
03208,8000IPZ83,03208,8000NFR91,196.46,391.24,Bitcoin,2022,2
03208,8000GGG11,03208,8000RTD99,369.8,135.99,Wire,2023,2
03208,8000WRQ91,010,8000JSN07,259.77,130.95,Cheque,2023,2
03208,8000XNH69,03208,8000ITF81,369.4,213.51,Wire,2022,6
03208,8000MCR89,010,8000SFQ65,276.16,243.63,Wire,2023,9
010,8000NRN95,010,8000YRC72,211.42,129.79,Reinvestment,2021,12
010,8000WLI62,03208,8000YBN70,345.2,240.78,Wire,2022,9
03208,8000ALA46,03208,8000VSP21,136.61,437.06,ACH,2022,11
010,8000BVF18,03208,8000JOZ69,395.7,158.15,Cash,2022,1
010,8000JRO81,010,8000GHC77,445.18,479.0,Wire,2023,12
010,8000OKV10,010,8000EZR40,182.89,228.04,Cheque,2021,5
010,8000OOA54,010,8000VIB50,199.54,314.61,Wire,2023,5
03208,8000EYJ73,03208,8000AGN68,269.35,147.29,Cheque,2023,2
03208,8000NKO78,010,8000PDI86,245.71,109.44,Wire,2022,1
03208,8000HJB20,010,8000JEE73,465.49,405.62,ACH,2022,5
010,8000DXT34,010,8000JHQ61,240.45,466.34,Reinvestment,2023,7
03208,8000TLA90,03208,8000WIG63,493.74,256.53,ACH,2021,9
03208,8000YNM77,03208,8000LXE43,365.22,114.17,Reinvestment,2021,4
010,8000XRJ04,03208,8000TEN03,252.3,334.93,Bitcoin,2023,11
010,8000CPF85,03208,8000QWV05,125.15,430.07,Credit Card,2022,10
010,8000KRZ05,010,8000ICG15,232.37,239.85,Cash,2023,10
03208,8000VSS99,010,8000MWE87,130.82,311.36,Bitcoin,2021,5
010,8000VRE50,010,8000DRV77,176.93,240.85,ACH,2021,4
010,8000NFD07,03208,8000UUA08,145.3,457.78,Cheque,2021,10
03208,8000VRV96,010,8000UIV23,378.62,342.8,Cheque,2021,6
010,8000FTB85,03208,8000CBK54,242.42,174.67,Reinvestment,2021,5
010,8000IAM18,010,8000ZPA17,463.62,292.06,Reinvestment,2022,8
03208,8000KZN33,010,8000ZVW30,225.08,453.33,Cheque,2022,1
010,8000FNU11,010,8000LFE92,242.36,378.83,Cash,2021,7
010,8000AKF73,010,8000OCP03,203.77,399.46,Cheque,2023,5
03208,8000VGT79,010,8000HEE37,483.59,134.11,Wire,2021,10
010,8000YLC29,010,8000CRH73,158.25,488.6,Credit Card,2023,11
03208,8000FTT16,03208,8000EMR55,181.27,392.47,ACH,2022,1
010,8000VPO23,03208,8000RZU12,335.6,443.45,Reinvestment,2023,2
03208,8000GMT91,03208,8000ABH41,465.52,403.53,Credit Card,2021,11
010,8000TIN81,010,8000KHY54,244.33,390.27,Cheque,2023,6
010,8000FGP41,03208,8000JXX95,458.69,331.69,Cash,2022,2
010,8000VGC85,010,8000CED29,475.66,189.83,Bitcoin,2022,3
03208,8000NIA07,010,8000RDZ27,410.05,135.28,Cheque,2022,11
010,8000KBZ99,03208,8000AGX79,315.74,361.11,Cheque,2021,5
010,8000EDZ44,010,8000KEJ38,425.07,184.59,Cash,2022,5
03208,8000RYZ51,03208,8000RKT28,465.89,222.77,Credit Card,2022,2
03208,8000AOS80,010,8000DOX92,486.37,268.02,Cash,2021,5
010,8000MVF81,010,8000DHB20,158.89,199.39,Credit Card,2021,10
010,8000GMR80,010,8000CZM36,374.67,410.52,Wire,2022,10
03208,8000ESS02,010,8000LTL56,200.54,136.4,Credit Card,2023,9
010,8000MIN19,03208,8000OIO32,328.8,332.84,Wire,2021,11
03208,8000YZC25,010,8000RIY34,135.87,235.09,Bitcoin,2023,5
03208,8000TQE91,03208,8000KLN47,150.9,388.9,ACH,2021,2
010,8000ZFA49,010,8000BPW56,150.22,288.54,Bitcoin,2021,5
03208,8000KYD05,010,8000JZN77,238.78,188.69,Cheque,2022,5
010,8000WOH61,03208,8000UCQ31,280.31,217.9,Cheque,2023,11
010,8000TWC86,010,8000CDQ23,401.87,125.22,Cheque,2023,10
010,8000PLO95,03208,8000TJZ51,462.13,103.26,Credit Card,2022,11
010,8000KDT80,010,8000EQC78,353.05,191.39,Credit Card,2022,6
010,8000KWR69,010,8000EYT03,226.15,125.4,Credit Card,2021,12
010,8000YFZ40,03208,8000ZVF05,277.17,241.35,Bitcoin,2022,6
03208,8000NAJ57,010,8000NOI90,238.65,355.92,Bitcoin,2022,10
03208,8000ZGQ56,010,8000WHD22,336.75,374.98,Cheque,2023,8
010,8000EBW23,010,8000WVI80,351.25,322.41,Bitcoin,2022,10
03208,8000DBK61,010,8000FPQ12,417.54,298.15,Reinvestment,2022,8
010,8000PHQ16,010,8000PWV79,182.54,223.84,Reinvestment,2021,4
010,8000OVG93,03208,8000GOD48,170.66,236.83,Cash,2022,11
03208,8000OEJ13,03208,8000UYQ77,308.49,432.5,Wire,2022,1
010,8000NOL62,010,8000PUI73,133.71,359.49,Cheque,2021,7
03208,8000HEV65,010,8000PJM88,216.26,387.1,Cash,2022,2
010,8000YVF20,010,8000KZJ84,492.01,101.49,Bitcoin,2021,5
010,8000YDD40,010,8000YWS41,422.51,471.46,Credit Card,2023,9
03208,8000FYP87,03208,8000RDJ42,185.22,217.82,Bitcoin,2023,8
010,8000FGB49,010,8000BRQ87,146.01,205.26,Credit Card,2021,5
010,8000AGS93,03208,8000MZJ14,362.61,419.21,Wire,2021,3
03208,8000CZL00,03208,8000KXJ83,182.7,331.13,Bitcoin,2021,11
010,8000FFK19,010,8000QIU42,216.07,429.0,Reinvestment,2021,3
03208,8000RGG67,010,8000JOF91,329.67,238.65,Credit Card,2023,1
03208,8000JJY12,03208,8000CQZ88,305.68,413.1,Cheque,2023,6
03208,8000KIF72,03208,8000XOJ99,108.98,125.65,Wire,2022,4
010,8000VFX66,010,8000MYR29,367.06,100.58,Credit Card,2021,5
03208,8000WUP70,010,8000QFD34,483.46,385.49,ACH,2021,2
010,8000HXB73,010,8000LAA28,333.42,222.29,Cash,2022,12
03208,8000WOX33,03208,8000DTW67,202.55,281.51,ACH,2023,5
010,8000JTV39,010,8000UQO41,279.71,420.47,Bitcoin,2021,9
03208,8000CCH02,010,8000WDG90,228.86,499.56,ACH,2021,4
010,8000WJV86,03208,8000LXG38,216.79,310.9,Cash,2021,2
010,8000FBQ35,010,8000XKQ53,395.14,126.26,Bitcoin,2022,7
03208,8000REQ06,03208,8000GNZ58,399.86,496.13,Bitcoin,2022,7
010,8000BKU03,010,8000HJT26,169.33,412.98,ACH,2022,12
010,8000PBF95,010,8000LBD23,379.26,113.5,Wire,2022,8
03208,8000YSM16,03208,8000QRQ78,414.49,144.38,Cheque,2022,7
03208,8000NGU59,010,8000CHW32,211.18,480.88,Wire,2022,5
03208,8000UED40,03208,8000FSW14,493.86,457.68,Bitcoin,2021,10
010,8000WSC56,010,8000BQJ50,378.87,392.48,Credit Card,2021,4
03208,8000ZKR58,010,8000IED85,334.03,101.62,Bitcoin,2022,12
010,8000XZW73,010,8000VWZ69,437.17,278.48,Cash,2022,1
03208,8000ILL02,010,8000FZF55,390.68,424.09,Cash,2022,8
03208,8000DHU01,010,8000PQI55,338.05,327.76,Wire,2021,4
03208,8000SEL17,010,8000VPJ19,368.17,164.53,Credit Card,2023,1
03208,8000WKZ89,03208,8000TNQ14,337.77,373.3,Cash,2022,1
010,8000ZGZ31,010,8000NCQ10,445.16,262.31,Cheque,2023,9
03208,8000LGQ64,03208,8000OYD12,135.96,129.5,ACH,2023,6
010,8000LJM95,010,8000EBK60,134.56,172.58,Reinvestment,2021,12
03208,8000LSJ63,010,8000YMI76,216.54,355.96,Bitcoin,2023,11
010,8000KWN39,03208,8000SMI76,294.37,482.11,Reinvestment,2022,1
03208,8000WWX81,010,8000DGZ12,446.77,327.18,Cheque,2023,4
010,8000OUD34,03208,8000GAM15,350.17,144.56,Wire,2022,3
03208,8000VEB31,010,8000VRV55,294.33,116.33,Wire,2021,2
010,8000PHU05,03208,8000VEF40,153.98,160.9,Reinvestment,2022,11
010,8000DBZ61,03208,8000BKC73,317.82,444.24,Cheque,2021,11
010,8000BIE26,03208,8000AGY56,157.36,461.97,Wire,2021,8
010,8000AFW77,010,8000WHM17,249.37,390.2,Credit Card,2021,6
010,8000EXD89,03208,8000CUI67,266.51,347.25,Cheque,2021,11
010,8000GST04,010,8000WCT00,172.01,132.19,Cheque,2023,4
03208,8000DRH60,03208,8000UGH68,470.49,203.46,Credit Card,2023,3
03208,8000TTT38,010,8000KXI00,242.52,188.26,ACH,2021,6
010,8000IVE65,010,8000JEU55,260.35,160.14,Cash,2021,7
03208,8000DBI28,010,8000MRU73,397.38,107.82,Reinvestment,2022,6
03208,8000DRV12,03208,8000DUH00,323.72,303.92,Credit Card,2022,2
03208,8000GOF94,010,8000KUV78,206.29,486.67,ACH,2022,5
03208,8000EFI60,03208,8000FJP99,286.88,431.54,ACH,2023,8
010,8000AQC68,03208,8000CKU21,204.81,422.94,Cash,2021,10
03208,8000OKE20,03208,8000FDZ81,261.75,389.36,Bitcoin,2021,6
03208,8000KMC93,03208,8000PUL77,129.89,270.9,Wire,2023,3
010,8000WSS47,03208,8000EXN39,467.43,141.97,Reinvestment,2022,12
03208,8000EQV00,010,8000MDB67,471.54,205.18,ACH,2021,8
010,8000DVA75,03208,8000IZS42,182.61,363.95,Wire,2021,8
010,8000DPX82,010,8000DEC95,476.41,369.01,Credit Card,2022,1
010,8000IRE27,010,8000YZT58,304.4,472.94,Credit Card,2021,10
010,8000ESI64,03208,8000MWM72,109.12,229.36,Cheque,2023,11
03208,8000ENK26,010,8000YIR67,178.77,305.79,Cash,2023,2
010,8000TDS99,010,8000FJN67,346.39,252.51,Wire,2023,6
